https://gccpiwars.wordpress.com/about/,https://gccpiwars.wordpress.com/pages/about.html
https://gccpiwars.wordpress.com/contact/,https://gccpiwars.wordpress.com/pages/contact.html
https://gccpiwars.wordpress.com/2017/02/05/first-blog-post/,https://gccpiwars.wordpress.com/posts/2017/02/05/first-blog-post.html
https://gccpiwars.wordpress.com/2017/02/12/how-it-began/,https://gccpiwars.wordpress.com/posts/2017/02/12/how-it-began.html
https://gccpiwars.wordpress.com/2017/02/22/now-and-then/,https://gccpiwars.wordpress.com/posts/2017/02/22/now-and-then.html
https://gccpiwars.wordpress.com/2017/02/23/wiring-it-together/,https://gccpiwars.wordpress.com/posts/2017/02/23/wiring-it-together.html
https://gccpiwars.wordpress.com/2017/02/28/software-part-1/,https://gccpiwars.wordpress.com/posts/2017/02/28/software-part-1.html
https://gccpiwars.wordpress.com/2017/03/01/software-part-2/,https://gccpiwars.wordpress.com/posts/2017/03/01/software-part-2.html
https://gccpiwars.wordpress.com/2017/03/05/driving/,https://gccpiwars.wordpress.com/posts/2017/03/05/driving.html
https://gccpiwars.wordpress.com/?p=553,https://gccpiwars.wordpress.com/posts/553.html
https://gccpiwars.wordpress.com/2017/03/14/distraction/,https://gccpiwars.wordpress.com/posts/2017/03/14/distraction.html
https://gccpiwars.wordpress.com/2017/03/19/minimal-maze/,https://gccpiwars.wordpress.com/posts/2017/03/19/minimal-maze.html
https://gccpiwars.wordpress.com/2017/03/21/the-making-of-the-rovers/,https://gccpiwars.wordpress.com/posts/2017/03/21/the-making-of-the-rovers.html
https://gccpiwars.wordpress.com/2017/04/05/second-place/,https://gccpiwars.wordpress.com/posts/2017/04/05/second-place.html
https://gccpiwars.wordpress.com/2018/01/16/piwars-2017-video/,https://gccpiwars.wordpress.com/posts/2018/01/16/piwars-2017-video.html
https://gccpiwars.wordpress.com/2018/01/20/2018-inaugural-meeting/,https://gccpiwars.wordpress.com/posts/2018/01/20/2018-inaugural-meeting.html
https://gccpiwars.wordpress.com/2018/01/20/in-the-meantime/,https://gccpiwars.wordpress.com/posts/2018/01/20/in-the-meantime.html
https://gccpiwars.wordpress.com/2018/01/20/gcc-rover-m16/,https://gccpiwars.wordpress.com/posts/2018/01/20/gcc-rover-m16.html
